"level","table","title","description","updated","dimensions"
"px-x-0703030000_121","px-x-0703030000_121.px","Rechnungen der Forstbetriebe ab 50 ha Wald, bis 2014, in Franken","Rechnungen der Forstbetriebe ab 50 ha Wald in Franken nach Jahr, Forstzone, Kanton und Beobachtungseinheit","2020-12-10T09:44:26","Jahr,Forstzone,Kanton,Beobachtungseinheit"
"px-x-0703030000_122","px-x-0703030000_122.px","Investitionen in den Forstbetrieben ab 50 ha Wald, bis 2014, in Franken","Investitionen in den Forstbetrieben ab 50 ha Wald in Franken nach Jahr, Forstzone, Kanton und Beobachtungseinheit","2020-12-10T09:44:30","Jahr,Forstzone,Kanton,Beobachtungseinheit"
"px-x-0902020100_121","px-x-0902020100_121.px","Gebäudestruktur: Gebäude nach Kanton, Gebäudekategorie, Anzahl Geschosse und Bauperiode, 1970, 1980, 1990, 2000","Gebäudestruktur: Gebäude nach Kanton, Gebäudekategorie, Anzahl Geschosse, Bauperiode und Jahr","2021-02-04T14:33:38","Kanton,Gebäudekategorie,Anzahl Geschosse,Bauperiode,Jahr"
"px-x-0902020100_122","px-x-0902020100_122.px","Energiebereich: Gebäude nach Kanton, Gebäudekategorie, Bauperiode, Heizungsart und Warmwasserversorgung sowie deren Energieträger, 1970, 1980, 1990, 2000","Energiebereich: Gebäude nach Kanton, Gebäudekategorie, Bauperiode, Heizungsart, Energieträger der Heizung, Warmwasserversorgung, Energieträger für Warmwasser und Jahr","2021-02-04T15:41:14","Kanton,Gebäudekategorie,Bauperiode,Heizungsart,Energieträger der Heizung,Warmwasserversorgung,Energieträger für Warmwasser,Jahr"
"px-x-0902020100_123","px-x-0902020100_123.px","Eigentumsverhältnisse: Gebäude nach Kanton, Gebäudekategorie, Eigentümertyp, Bauperiode und Anzahl Geschosse, 1970, 1980, 1990, 2000","Eigentumsverhältnisse: Gebäude nach Kanton, Gebäudekategorie, Hauseigentümertyp, Bauperiode, Anzahl Geschosse und Jahr","2021-02-04T14:33:38","Kanton,Gebäudekategorie,Hauseigentümertyp,Bauperiode,Anzahl Geschosse,Jahr"
"px-x-0902020100_124","px-x-0902020100_124.px","Gebäude nach Gemeinde, Gebäudekategorie und Bauperiode, 1970, 1980, 1990, 2000","Gebäude nach Gemeinde, Gebäudekategorie, Bauperiode und Jahr","2021-02-04T14:33:38","Gemeinde,Gebäudekategorie,Bauperiode,Jahr"
"px-x-0902020100_125","px-x-0902020100_125.px","Gebäude nach Gemeinde, Gebäudekategorie und Eigentümertyp, 1970, 1980, 1990, 2000","Gebäude nach Gemeinde, Gebäudekategorie, Hauseigentümertyp und Jahr","2021-02-04T14:33:36","Gemeinde,Gebäudekategorie,Hauseigentümertyp,Jahr"
"px-x-0902020100_134","px-x-0902020100_134.px","Wohnungen nach Kantonen, Anzahl Zimmer, Bau- und Renovationsperiode, 2000","Wohnungen nach Kanton, Anzahl Zimmer, Bauperiode und Renovationsperiode","2021-02-04T14:33:32","Kanton,Anzahl Zimmer,Bauperiode,Renovationsperiode"
"px-x-0902020100_135","px-x-0902020100_135.px","Wohnungen nach Gemeinden, Anzahl Zimmer und Flächenklassen, 2000","Wohnungen nach Gemeinde, Anzahl Zimmer und Wohnungsfläche","2021-02-04T14:33:36","Gemeinde,Anzahl Zimmer,Wohnungsfläche"
"px-x-0902020100_136","px-x-0902020100_136.px","Wohnungen nach Gemeinden, Anzahl Zimmer und Belegungsart, 2000","Wohnungen nach Gemeinde, Belegungsart und Anzahl Zimmer","2021-02-04T14:33:32","Gemeinde,Belegungsart,Anzahl Zimmer"
"px-x-0902020100_137","px-x-0902020100_137.px","Wohnungen nach Gemeinde, Anzahl Zimmer und Mietklassen, 2000","Wohnungen nach Gemeinde, Anzahl Zimmer und Mietpreisklasse","2021-02-04T14:33:36","Gemeinde,Anzahl Zimmer,Mietpreisklasse"
"px-x-0902020100_141","px-x-0902020100_141.px","Wohnungen nach Kanton, Anzahl Zimmer, Bau- und Renovationsperiode, 1990 und 2000","Wohnungen nach Kanton, Anzahl Zimmer, Bauperiode, Renovationsperiode und Jahr","2021-02-04T14:33:30","Kanton,Anzahl Zimmer,Bauperiode,Renovationsperiode,Jahr"
"px-x-0902020100_142","px-x-0902020100_142.px","Wohnungen nach Gemeinde, Anzahl Zimmer und Flächenklassen, 1990 und 2000","Wohnungen 1990 und 2000 nach Gemeinde, Anzahl Zimmer, Wohnungsfläche und Jahr","2021-02-04T14:33:32","Gemeinde,Anzahl Zimmer,Wohnungsfläche,Jahr"
"px-x-0902020100_143","px-x-0902020100_143.px","Wohnungen nach Gemeinde, Anzahl Zimmer und Belegungsart, 1990 und 2000","Wohnungen nach Gemeinde, Anzahl Zimmer, Belegungsart und Jahr","2021-02-04T14:33:30","Gemeinde,Anzahl Zimmer,Belegungsart,Jahr"
"px-x-0902020100_144","px-x-0902020100_144.px","Wohnungen nach Gemeinde, Anzahl Zimmer und Mietklassen, 1990 und 2000","Wohnungen 1990 und 2000 nach Gemeinde, Anzahl Zimmer, Mietpreisklasse und Jahr","2021-02-04T14:33:34","Gemeinde,Anzahl Zimmer,Mietpreisklasse,Jahr"
"px-x-0902020100_151","px-x-0902020100_151.px","Bewohnte Wohnungen nach Kanton, Anzahl Zimmer, Bauperiode, 1970, 1980, 1990, 2000","Bewohnte Wohnungen nach Kanton, Anzahl Zimmer, Bauperiode und Jahr","2021-02-04T14:33:28","Kanton,Anzahl Zimmer,Bauperiode,Jahr"
"px-x-0902020100_152","px-x-0902020100_152.px","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer und Flächenklassen, 1970, 1980, 1990, 2000","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer, Wohnungsfläche und Jahr","2021-02-04T14:33:36","Gemeinde,Anzahl Zimmer,Wohnungsfläche,Jahr"
"px-x-0902020100_154","px-x-0902020100_154.px","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer und Mietklassen, 1970, 1980, 1990, 2000","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer, Mietpreisklasse und Jahr","2021-02-04T14:33:34","Gemeinde,Anzahl Zimmer,Mietpreisklasse,Jahr"
"px-x-0903020000_101","px-x-0903020000_101.px","Wohnungsstruktur: Wohnungen nach Kantonen, Anzahl Zimmer, Belegungsart, Bewohnertyp, Miet- und Flächenklassen, 2000","Wohnungsstruktur: Wohnungen nach Kanton, Anzahl Zimmer, Belegungsart, Bewohnertyp, Mietpreisklasse und Wohnungsfläche","2021-02-04T14:33:32","Kanton,Anzahl Zimmer,Belegungsart,Bewohnertyp,Mietpreisklasse,Wohnungsfläche"
"px-x-0903020000_102","px-x-0903020000_102.px","Wohnungen nach Kantonen, Anzahl Zimmer, Belegungsart, Bewohnertyp, Gebäudekategorie und Eigentümertyp, 2000","Wohnungen nach Kanton, Anzahl Zimmer, Belegungsart, Bewohnertyp, Gebäudekategorie und Hauseigentümertyp","2021-02-04T14:33:28","Kanton,Anzahl Zimmer,Belegungsart,Bewohnertyp,Gebäudekategorie,Hauseigentümertyp"
"px-x-0903020000_103","px-x-0903020000_103.px","Bewohnte Wohnungen nach Gemeinden, Anzahl Zimmer und Bewohnertyp, 2000","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer und Bewohnertyp","2021-02-04T14:33:28","Gemeinde,Anzahl Zimmer,Bewohnertyp"
"px-x-0903020000_111","px-x-0903020000_111.px","Wohnungsstruktur: Wohnungen nach Kanton, Anzahl Zimmer, Belegungsart, Bewohnertyp, Miet- und Flächenklassen, 1990 und 2000","Wohnungsstruktur: Wohnungen nach Kanton, Anzahl Zimmer, Belegungsart, Bewohnertyp, Mietpreisklasse, Wohnungsfläche und Jahr","2021-02-04T14:33:34","Kanton,Anzahl Zimmer,Belegungsart,Bewohnertyp,Mietpreisklasse,Wohnungsfläche,Jahr"
"px-x-0903020000_112","px-x-0903020000_112.px","Wohnungen nach Kanton, Anzahl Zimmer, Belegungsart, Bewohnertyp, Gebäudekategorie und Eigentümertyp, 1990 und 2000","Wohnungen nach Kanton, Anzahl Zimmer, Belegungsart, Bewohnertyp, Gebäudekategorie, Hauseigentümertyp und Jahr","2021-02-04T14:33:28","Kanton,Anzahl Zimmer,Belegungsart,Bewohnertyp,Gebäudekategorie,Hauseigentümertyp,Jahr"
"px-x-0903020000_113","px-x-0903020000_113.px","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer und Bewohnertyp, 1990 und 2000","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer, Bewohnertyp und Jahr","2021-02-04T14:33:44","Gemeinde,Anzahl Zimmer,Bewohnertyp,Jahr"
"px-x-0903020000_121","px-x-0903020000_121.px","Wohnungsstruktur: Bewohnte Wohnungen nach Kanton, Anzahl Zimmer, Bewohnertyp, Miet- und Flächenklassen, 1970, 1980, 1990, 2000","Wohnungsstruktur: Bewohnte Wohnungen nach Kanton, Anzahl Zimmer, Bewohnertyp, Mietpreisklasse, Wohnungsfläche und Jahr","2021-02-04T14:33:46","Kanton,Anzahl Zimmer,Bewohnertyp,Mietpreisklasse,Wohnungsfläche,Jahr"
"px-x-0903020000_122","px-x-0903020000_122.px","Bewohnte Wohnungen nach Kanton, Anzahl Zimmer, Bewohnertyp, Gebäudekategorie und Eigentümertyp,1970, 1980, 1990, 2000","Bewohnte Wohnungen nach Kanton, Anzahl Zimmer, Bewohnertyp, Gebäudekategorie, Hauseigentümertyp und Jahr","2021-02-04T14:33:40","Kanton,Anzahl Zimmer,Bewohnertyp,Gebäudekategorie,Hauseigentümertyp,Jahr"
"px-x-0903020000_123","px-x-0903020000_123.px","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer und Bewohnertyp, 1970, 1980, 1990, 2000","Bewohnte Wohnungen nach Gemeinde, Anzahl Zimmer, Bewohnertyp und Jahr","2021-02-04T14:33:42","Gemeinde,Anzahl Zimmer,Bewohnertyp,Jahr"
"px-x-0904010000_111","px-x-0904010000_111.px","Bauvorhaben nach Art der Auftraggeber, Art der Bauwerke und Art der Arbeiten, 1995-2012","Bauvorhaben nach Kanton (-) / Gemeinde (......), Art der Auftraggeber, Art der Bauwerke, Art der Arbeiten und Jahr","2020-12-10T09:48:32","Kanton (-) / Gemeinde (......),Art der Auftraggeber,Art der Bauwerke,Art der Arbeiten,Jahr"
"px-x-0904010000_112","px-x-0904010000_112.px","Bauvorhaben nach Kategorie der Auftraggeber und nach Art der Bauwerke, 1995-2012","Bauvorhaben nach Kanton (-) / Gemeinde (......), Kategorie der Auftraggeber, Art der Bauwerke und Jahr","2020-12-10T09:48:36","Kanton (-) / Gemeinde (......),Kategorie der Auftraggeber,Art der Bauwerke,Jahr"
"px-x-0904010000_113","px-x-0904010000_113.px","Bauvorhaben nach Art der Auftraggeber und nach Kategorie der Bauwerke, 1995-2012","Bauvorhaben nach Kanton (-) / Gemeinde (......), Art der Auftraggeber, Kategorie der Bauwerke und Jahr","2020-12-10T09:48:40","Kanton (-) / Gemeinde (......),Art der Auftraggeber,Kategorie der Bauwerke,Jahr"
"px-x-0904030000_101","px-x-0904030000_101.px","Neu erstellte Wohnungen nach Zimmerzahl, 1995-2012","Neu erstellte Wohnungen nach Kanton (-) / Gemeinde (......), Anzahl Zimmer und Jahr","2020-12-10T09:49:28","Kanton (-) / Gemeinde (......),Anzahl Zimmer,Jahr"
"px-x-0904030000_102","px-x-0904030000_102.px","Neu erstellte Gebäude mit Wohnungen nach Gebäudetyp, 1995-2012","Neu erstellte Gebäude mit Wohnungen nach Kanton (-) / Gemeinde (......), Gebäudetyp und Jahr","2020-12-10T09:49:30","Kanton (-) / Gemeinde (......),Gebäudetyp,Jahr"
"px-x-0904030000_103","px-x-0904030000_103.px","Neu erstellte Wohnungen nach Gebäudetyp, 1995-2012","Neu erstellte Wohnungen nach Kanton (-) / Gemeinde (......), Gebäudetyp und Jahr","2020-12-10T09:49:34","Kanton (-) / Gemeinde (......),Gebäudetyp,Jahr"
"px-x-0904030000_104","px-x-0904030000_104.px","Neu erstellte Gebäude mit Wohnungen, neu erstellte Wohnungen nach Kategorie der Auftraggeber, 1995-2012","Neu erstellte Gebäude mit Wohnungen, neu erstellte Wohnungen nach Kanton (-) / Gemeinde (......), Kategorie der Auftraggeber, Typ der Bauwerke und Jahr","2020-12-10T09:49:38","Kanton (-) / Gemeinde (......),Kategorie der Auftraggeber,Typ der Bauwerke,Jahr"
"px-x-1302020000_101","px-x-1302020000_101.px","Gesamtrechnung der Sozialen Sicherheit: Ausgaben nach Art, im internationalen Vergleich","Gesamtrechnung der Sozialen Sicherheit: Ausgaben nach Masseinheit, Land, Ausgabenart und Jahr","2021-07-02T09:24:20","Masseinheit,Land,Ausgabenart,Jahr"
"px-x-1302020000_103","px-x-1302020000_103.px","Gesamtrechnung der Sozialen Sicherheit: Einnahmen nach Art, im internationalen Vergleich","Gesamtrechnung der Sozialen Sicherheit: Einnahmen nach Masseinheit, Land, Einnahmenart und Jahr","2021-07-02T09:24:20","Masseinheit,Land,Einnahmenart,Jahr"
"px-x-1506020000_150","px-x-1506020000_150.px","Stipendien 1971-2003: Betrag, Betrag pro Kopf, Bezügerinnen und Bezüger und Bundessubvention","Stipendien 1971-2003: Betrag, Betrag pro Kopf, Bezügerinnen und Bezüger und Bundessubvention","2020-12-10T10:17:56","Jahr,Kanton,Variable"
"px-x-1506020000_151","px-x-1506020000_151.px","Darlehen 1980-2003: Betrag, Bezügerinnen und Bezüger, pro Kanton","Darlehen 1980-2003: Betrag, Bezügerinnen und Bezüger, pro Kanton","2020-12-10T10:17:58","Jahr,Kanton,Variable"
"px-x-1509090000_201","px-x-1509090000_201.px","Szenarien zum Bildungsstand der Bevölkerung 2020-2050 - ständige Wohnbevölkerung 25-64-jährig nach Szenario, Bildungsstand, Geschlecht und Altersklasse","Szenarien zum Bildungsstand der Bevölkerung 2020-2050 - ständige Wohnbevölkerung 25-64-jährig nach Szenario, Bildungsstand, Geschlecht, Altersklasse und Jahr","2020-12-10T10:18:58","Szenario,Bildungsstand,Geschlecht,Altersklasse,Jahr"
"px-x-1604000000_101","px-x-1604000000_101.px","Internetzugang der Haushalte","Internetzugang der Haushalte","2021-12-15T08:30:12","Internetzugang,Sprachgebiet,Haushaltsgrösse,Subjektive finanzielle Situation des Haushalts,Jahr,Absolut / relativ,Resultat"
"px-x-1604000000_102","px-x-1604000000_102.px","Einzelpersonen und Online-Aktivitäten","Einzelpersonen und Online-Aktivitäten","2021-12-15T08:30:14","Online-Aktivität,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat"
"px-x-1604000000_103","px-x-1604000000_103.px","Einzelpersonen und Nutzung von Online-Diensten in Zusammenhang mit den Behörden","Einzelpersonen und Nutzung von Online-Diensten in Zusammenhang mit den Behörden","2021-12-15T08:30:14","Online-Dienste in Zusammenhang mit den Behörden,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat"
"px-x-1604000000_104","px-x-1604000000_104.px","Einzelpersonen und E-Commerce und E-Banking","Einzelpersonen und E-Commerce und E-Banking","2021-12-15T10:23:36","E-commerce und E-banking,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat"
"px-x-1604000000_105","px-x-1604000000_105.px","Einzelpersonen und Sicherheit bei der Internetnutzung","Einzelpersonen und Sicherheit bei der Internetnutzung","2021-12-15T08:30:18","Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat"
"px-x-1604000000_106","px-x-1604000000_106.px","Internetnutzungsmodalitäten und Kompetenzen","Internetnutzungsmodalitäten und Kompetenzen","2021-12-15T08:30:20","Internetnutzungsmodalitäten und Kompetenzen,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat"
"px-x-1604000000_107","px-x-1604000000_107.px","Einzelpersonen und E-Commerce: gekaufte Produkte (ab 2021)","Einzelpersonen und E-Commerce: gekaufte Produkte (ab 2021)","2021-12-15T10:23:36","E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat"
"px-x-1702020000_101","px-x-1702020000_101.px","Nationalratswahlen (Wahlberechtigte, Wählende und Typen von Wahlzetteln seit 1971)","Nationalratswahlen (Wahlberechtigte, Wählende und Typen von Wahlzetteln seit 1971)","2020-12-10T10:19:46","Kanton (-) / Bezirk (>>) / Gemeinde (......),Jahr,Ergebnisse"
"px-x-1702020000_103","px-x-1702020000_103.px","Nationalratswahlen (Anzahl Kandidaturen und Gewählte seit 1971)","Nationalratswahlen (Anzahl Kandidaturen und Gewählte seit 1971)","2020-12-10T10:19:48","Kanton,Jahr,Partei,Geschlecht,Ergebnisse"
"px-x-1702020000_104","px-x-1702020000_104.px","Nationalratswahlen (Parteistimmen, fiktive Wählende und Parteistärke seit 1971: Schweiz und Kantone)","Nationalratswahlen (Parteistimmen, fiktive Wählende und Parteistärke seit 1971: Schweiz und Kantone)","2020-12-10T10:19:52","Kanton,Jahr,Partei,Ergebnisse"
"px-x-1702020000_105","px-x-1702020000_105.px","Nationalratswahlen (Parteistimmen und Parteistärke seit 1971: Bezirke und Gemeinden)","Nationalratswahlen (Parteistimmen und Parteistärke seit 1971: Bezirke und Gemeinden)","2020-12-10T10:19:58","Bezirk (>>) / Gemeinde (......),Jahr,Partei,Ergebnisse"
"px-x-2105000000_201","px-x-2105000000_201.px","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Bildung","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Bildung","2021-09-07T10:20:08","Stadt / Agglomeration,Bildungsindikator,Resultat,Jahr"
"px-x-2105000000_202","px-x-2105000000_202.px","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Demografischer Kontext","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Demografischer Kontext","2021-09-07T10:20:10","Stadt / Agglomeration,Demografischer Indikator,Jahr"
"px-x-2105000000_204","px-x-2105000000_204.px","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Gesundheit","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Gesundheit","2021-09-07T10:20:10","Stadt / Agglomeration,Gesundheitsindikator,Geschlecht,Jahr"
"px-x-2105000000_206","px-x-2105000000_206.px","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Mobilität","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Mobilität","2021-09-07T10:20:08","Stadt / Agglomeration,Mobilitätsindikator,Resultat,Jahr"
"px-x-2105000000_207","px-x-2105000000_207.px","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Persönliche Sicherheit","Lebensqualität in den Städten und Agglomerationen (Agglo 2012): Persönliche Sicherheit","2021-09-07T10:20:08","Stadt / Agglomeration,Indikator zur persönlichen Sicherheit,Absolut / relativ,Jahr"
"px-x-4001000000_103","px-x-4001000000_103.px","Familienhaushalte mit Kindern nach institutionellen Gliederungen, Haushaltstyp und Anzahl lediger Kinder unter 18 Jahren, 1970-2000","Familienhaushalte mit Kindern nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Haushaltstyp und Anzahl ledige Kinder unter 18 Jahren","2020-12-10T10:23:24","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Haushaltstyp,Anzahl ledige Kinder unter 18 Jahren"
"px-x-4001000000_121","px-x-4001000000_121.px","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Zivilstand, Geschlecht und Staatsangehörigkeit (Kategorie), 1970-2000","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach Geschlecht, Staatsangehörigkeit (Kategorie), Kanton (-) / Bezirk (>>) / Gemeinde (......), Jahr und Zivilstand","2020-12-10T10:23:28","Geschlecht,Staatsangehörigkeit (Kategorie),Kanton (-) / Bezirk (>>) / Gemeinde (......),Jahr,Zivilstand"
"px-x-4001000000_122","px-x-4001000000_122.px","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen und Religion, 1970-2000","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......) und Religion","2020-12-10T10:23:32","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Religion"
"px-x-4001000000_123","px-x-4001000000_123.px","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Hauptsprache und Staatsangehörigkeit (Kategorie), 1970-2000","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Hauptsprache und Staatsangehörigkeit (Kategorie)","2020-12-10T10:23:34","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Hauptsprache,Staatsangehörigkeit (Kategorie)"
"px-x-4001000000_141","px-x-4001000000_141.px","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, Wirtschaftssektoren und Staatsangehörigkeit (Kategorie), 1970-2000","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Staatsangehörigkeit (Kategorie), Geschlecht und Wirtschaftssektor","2020-12-10T10:23:38","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Staatsangehörigkeit (Kategorie),Geschlecht,Wirtschaftssektor"
"px-x-4001000000_142","px-x-4001000000_142.px","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach institutionellen Gliederungen, Geschlecht, Arbeitsmarktstatus und Staatsangehörigkeit (Kategorie), 1970-2000","Wohnbevölkerung am wirtschaftlichen Wohnsitz nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Staatsangehörigkeit (Kategorie), Geschlecht und Arbeitsmarktstatus","2020-12-10T10:23:42","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Staatsangehörigkeit (Kategorie),Geschlecht,Arbeitsmarktstatus"
